sustainability_rating,eco_friendly_manufacturing,carbon_footprint,water_usage,waste_production,recycling_programs,average_price,product_nameproduct_category,sustainability_status,eco_index,sustainability_level,brand_name,brand_category,country_name,region,year,material_type,renewable,product_line,target_audience,market_trend,trend_score,certification,cert_type
3.94,1,5.7,6676,1.16,1,48.64,EcoBrush - Electronics Accessories,Partially Sustainable,7.455,High,EcoCraft,Multinational,China,Asia,2025,Paperboard,Yes,Electronics Accessories,Business,Declining,1,Cradle to Cradle,Environmental
3.89,0,5.52,309,3.86,0,53.48,BioShirt - Garden,Not Sustainable,3.687,Medium,Earthly,Local,Italy,Europe,2025,Organic Cotton,Yes,Garden,Household,Declining,1,GOTS,Environmental
2.86,0,18.73,29,24.27,0,7.54,PureTowel - Office Supplies,Not Sustainable,2.409,Low,GreenWave,Startup,UK,Europe,2024,Organic Cotton,Yes,Office Supplies,Business,Declining,1,None,None
3.79,1,16.64,328,8.77,1,57.97,PureBottle - Electronics Accessories,Partially Sustainable,6.499,High,Earthly,Local,Germany,Europe,2023,Aluminum,Partial,Electronics Accessories,Business,Declining,1,None,None
3.73,1,36.09,558,10.7,1,25.36,ReBottle - Home,Partially Sustainable,5.482,Medium,EcoSense,Local,Brazil,Americas,2016,Bamboo,Yes,Home,Household,Rising,3,GOTS,Environmental
4.47,0,45.58,1105,2.04,1,37.17,TerraTowel - Personal Care,Partially Sustainable,6.141,High,GreenWave,Startup,Vietnam,Asia,2016,Stainless Steel,No,Personal Care,Adults,Declining,1,Cradle to Cradle,Environmental
3.72,1,4.77,2560,4.24,1,36.46,EcoBottle - Kitchenware,Partially Sustainable,7.101,High,BioBloom,Local,France,Europe,2017,Organic Cotton,Yes,Kitchenware,Household,Stable,2,None,None
2.98,0,6.23,228,6.06,1,34.9,TerraPack - Office Supplies,Not Sustainable,5.61,Medium,BluePlanet,Multinational,Italy,Europe,2017,Glass,Partial,Office Supplies,Business,Rising,3,None,None
3.65,1,27.16,257,6.8,0,53.74,ReToy - Garden,Partially Sustainable,2.87,Low,ReNewCo,Local,India,Asia,2023,Hemp,Yes,Garden,Household,Rising,3,ISO14001,Environmental
4.13,1,37.36,475,1.02,0,20.63,PureToy - Office Supplies,Partially Sustainable,3.007,Medium,EcoPure,Local,Brazil,Americas,2022,Bioplastic,Yes,Office Supplies,Business,Declining,1,ISO14001,Environmental
3.91,0,17.57,604,18.67,1,44.99,EcoToy - Home,Partially Sustainable,6.651,High,NatureNest,Local,Vietnam,Asia,2022,Organic Cotton,Yes,Home,Household,Rising,3,ISO14001,Environmental
4.63,1,15.73,109,3.39,0,29.23,BioBar - Garden,Partially Sustainable,4.001,Medium,GreenWave,Startup,Turkey,Asia,2025,Organic Cotton,Yes,Garden,Household,Declining,1,None,None
4.9,1,29.09,495,10.3,0,13.7,BioToy - Packaging,Partially Sustainable,3.796,Medium,TerraLeaf,Local,France,Europe,2022,Glass,Partial,Packaging,Business,Stable,2,None,None
4.03,0,4.62,341,3.04,1,45.23,ReShirt - Packaging,Partially Sustainable,7.704,High,GreenRoots,Local,France,Europe,2018,Recycled Plastic,Partial,Packaging,Business,Stable,2,None,None
3.71,0,72.39,183,8.14,1,34.53,BioTowel - Office Supplies,Partially Sustainable,4.304,Medium,EarthKind,Local,Germany,Europe,2025,Bioplastic,Yes,Office Supplies,Business,Stable,2,GOTS,Environmental
2.03,0,12.46,523,16.36,0,22.26,TerraBottle - Garden,Not Sustainable,1.805,Low,Earthly,Local,Italy,Europe,2016,Organic Cotton,Yes,Garden,Household,Declining,1,None,None
2.45,0,23.92,6225,6.11,0,14.59,BioTowel - Toys,Not Sustainable,1.977,Low,EarthKind,Local,Germany,Europe,2025,Aluminum,Partial,Toys,Kids,Stable,2,EU Ecolabel,Environmental
3.94,0,37.77,204,6.45,0,29.47,BioBottle - Kitchenware,Not Sustainable,2.86,Low,EcoSense,Local,Italy,Europe,2019,Organic Cotton,Yes,Kitchenware,Household,Declining,1,EU Ecolabel,Environmental
4.15,1,19.58,591,1.99,1,24.18,EcoToy - Garden,Fully Sustainable,6.941,High,TerraLeaf,Local,Brazil,Americas,2018,Bamboo,Yes,Garden,Household,Declining,1,ISO14001,Environmental
4.35,1,14.38,440,2.87,1,51.98,PureShirt - Personal Care,Fully Sustainable,7.606,High,EcoMate,Startup,UK,Europe,2020,Paperboard,Yes,Personal Care,Adults,Declining,1,FSC,Environmental
2.95,0,20.68,1221,14.38,1,16.64,ReCup - Home,Not Sustainable,4.889,Medium,GreenRoots,Local,Brazil,Americas,2023,Glass,Partial,Home,Household,Stable,2,EU Ecolabel,Environmental
5.0,1,17.52,73,4.63,1,39.26,BioCup - Toys,Fully Sustainable,8.509,High,Sustainify,Startup,Germany,Europe,2018,Bamboo,Yes,Toys,Kids,Rising,3,Cradle to Cradle,Environmental
3.89,1,17.12,392,1.82,1,48.75,BioTowel - Garden,Partially Sustainable,6.643,High,Earthly,Local,Germany,Europe,2024,Hemp,Yes,Garden,Household,Rising,3,Energy Star,Energy
2.46,1,9.05,856,23.35,1,14.31,ReShirt - Toys,Not Sustainable,4.512,Medium,EcoSense,Local,Vietnam,Asia,2019,Hemp,Yes,Toys,Kids,Declining,1,EU Ecolabel,Environmental
4.13,1,48.63,887,2.99,1,19.93,PureShirt - Toys,Fully Sustainable,5.557,Medium,EcoSense,Local,India,Asia,2024,Recycled Plastic,Partial,Toys,Kids,Rising,3,Fair Trade,Ethical
1.51,0,28.05,3013,2.43,1,20.6,BioCup - Packaging,Not Sustainable,2.358,Low,GreenRoots,Local,Spain,Europe,2016,Hemp,Yes,Packaging,Business,Rising,3,ISO14001,Environmental
2.64,0,28.91,1220,2.94,1,23.96,EcoBar - Garden,Not Sustainable,4.096,Medium,EcoSense,Local,Brazil,Americas,2015,Aluminum,Partial,Garden,Household,Stable,2,EU Ecolabel,Environmental
3.13,0,45.43,597,5.08,0,49.68,PureTowel - Electronics Accessories,Not Sustainable,2.152,Low,EcoMate,Startup,Vietnam,Asia,2017,Stainless Steel,No,Electronics Accessories,Business,Rising,3,None,None
4.1,1,8.41,303,3.71,1,37.2,GreenJar - Office Supplies,Fully Sustainable,7.564,High,NatureNest,Local,Vietnam,Asia,2015,Hemp,Yes,Office Supplies,Business,Rising,3,EU Ecolabel,Environmental
5.0,0,18.56,22,2.04,1,16.01,BioTowel - Home,Partially Sustainable,8.435,High,BluePlanet,Multinational,China,Asia,2024,Hemp,Yes,Home,Household,Rising,3,Fair Trade,Ethical
3.2,1,3.01,155,1.21,0,32.76,BioBrush - Personal Care,Partially Sustainable,3.106,Medium,ReNewCo,Local,India,Asia,2017,Organic Cotton,Yes,Personal Care,Adults,Rising,3,ISO14001,Environmental
3.5,0,27.19,355,1.28,1,37.7,TerraBottle - Kitchenware,Partially Sustainable,5.504,Medium,EcoPure,Local,China,Asia,2018,Paperboard,Yes,Kitchenware,Household,Stable,2,Rainforest Alliance,Environmental
5.0,1,19.28,154,0.92,0,31.38,BioCup - Packaging,Partially Sustainable,4.192,Medium,BioBloom,Local,UK,Europe,2022,Recycled Plastic,Partial,Packaging,Business,Stable,2,GOTS,Environmental
3.91,1,51.94,487,8.48,0,44.72,GreenToy - Home,Partially Sustainable,2.573,Low,GreenWorks,Startup,Italy,Europe,2017,Glass,Partial,Home,Household,Stable,2,Energy Star,Energy
3.96,0,9.06,432,1.9,1,34.86,PureTowel - Kitchenware,Partially Sustainable,7.262,High,LeafyLiving,Multinational,India,Asia,2017,Hemp,Yes,Kitchenware,Household,Rising,3,FSC,Environmental
3.8,1,98.37,76,6.51,0,55.22,ReBar - Toys,Partially Sustainable,1.916,Low,PureCycle,Local,China,Asia,2024,Bioplastic,Yes,Toys,Kids,Stable,2,Fair Trade,Ethical
4.18,0,37.67,665,12.58,1,20.49,EcoPack - Home,Partially Sustainable,6.072,High,EcoSense,Local,Spain,Europe,2022,Hemp,Yes,Home,Household,Stable,2,None,None
2.25,0,29.04,43,17.42,0,35.81,BioCup - Home,Not Sustainable,1.744,Low,Earthly,Local,Turkey,Asia,2015,Bamboo,Yes,Home,Household,Declining,1,ISO14001,Environmental
3.11,1,15.58,415,5.08,0,28.01,BioJar - Office Supplies,Partially Sustainable,2.691,Low,EcoCraft,Multinational,France,Europe,2021,Paperboard,Yes,Office Supplies,Business,Rising,3,None,None
4.0,0,14.55,1076,6.06,1,25.9,BioPack - Home,Partially Sustainable,6.984,High,ReNewCo,Local,Germany,Europe,2016,Aluminum,Partial,Home,Household,Stable,2,FSC,Environmental
4.7,1,3.6,251,8.42,0,31.15,GreenToy - Garden,Partially Sustainable,4.537,Medium,EarthKind,Local,Turkey,Asia,2016,Recycled Plastic,Partial,Garden,Household,Declining,1,Cradle to Cradle,Environmental
3.78,1,31.8,132,3.97,1,30.45,GreenTowel - Packaging,Partially Sustainable,5.736,Medium,PureCycle,Local,China,Asia,2017,Organic Cotton,Yes,Packaging,Business,Rising,3,FSC,Environmental
3.0,1,233.15,187,12.24,0,19.11,EcoShirt - Toys,Partially Sustainable,0.9,Low,LeafyLiving,Multinational,China,Asia,2023,Glass,Partial,Toys,Kids,Declining,1,None,None
2.52,0,29.87,1179,12.48,0,43.63,BioPack - Toys,Not Sustainable,1.94,Low,Earthly,Local,UK,Europe,2018,Recycled Plastic,Partial,Toys,Kids,Rising,3,None,None
5.0,1,16.45,116,4.99,1,41.01,EcoBrush - Clothing,Fully Sustainable,8.587,High,LeafyLiving,Multinational,UK,Europe,2023,Hemp,Yes,Clothing,Adults,Stable,2,Cradle to Cradle,Environmental
4.33,1,4.28,5393,8.2,1,13.04,GreenBottle - Packaging,Fully Sustainable,8.305,High,BluePlanet,Multinational,China,Asia,2015,Hemp,Yes,Packaging,Business,Rising,3,Rainforest Alliance,Environmental
2.86,1,55.04,2005,1.62,0,34.3,BioCup - Electronics Accessories,Not Sustainable,1.845,Low,LeafyLiving,Multinational,Spain,Europe,2023,Organic Cotton,Yes,Electronics Accessories,Business,Rising,3,None,None
1.75,0,31.05,2590,3.87,1,10.1,TerraTowel - Electronics Accessories,Not Sustainable,2.671,Low,Sustainify,Startup,Vietnam,Asia,2018,Organic Cotton,Yes,Electronics Accessories,Business,Rising,3,ISO14001,Environmental
3.63,1,10.55,825,1.97,0,19.71,ReShirt - Personal Care,Partially Sustainable,3.284,Medium,GreenWave,Startup,Spain,Europe,2020,Organic Cotton,Yes,Personal Care,Adults,Rising,3,Energy Star,Energy
1.68,0,41.1,574,2.21,0,14.71,BioToy - Home,Not Sustainable,1.191,Low,BioBloom,Local,India,Asia,2017,Organic Cotton,Yes,Home,Household,Stable,2,None,None
4.42,1,12.29,422,4.77,0,21.14,ReBrush - Kitchenware,Partially Sustainable,3.936,Medium,EcoMate,Startup,Italy,Europe,2017,Organic Cotton,Yes,Kitchenware,Household,Rising,3,ISO14001,Environmental
5.0,1,8.0,565,6.63,1,42.91,PureBar - Toys,Fully Sustainable,9.259,High,EarthKind,Local,USA,Americas,2017,Bamboo,Yes,Toys,Kids,Rising,3,Fair Trade,Ethical
4.05,1,21.78,62,2.98,1,26.31,PureCup - Clothing,Fully Sustainable,6.651,High,EcoPure,Local,Turkey,Asia,2021,Bamboo,Yes,Clothing,Adults,Rising,3,GOTS,Environmental
3.08,0,6.18,1768,20.61,1,40.47,TerraTowel - Personal Care,Partially Sustainable,5.801,Medium,Earthly,Local,India,Asia,2018,Glass,Partial,Personal Care,Adults,Stable,2,Fair Trade,Ethical
4.64,1,10.11,133,1.77,1,51.06,BioBar - Kitchenware,Fully Sustainable,8.428,High,BioBloom,Local,Germany,Europe,2017,Glass,Partial,Kitchenware,Household,Declining,1,Energy Star,Energy
3.7,1,17.51,1797,6.2,0,19.42,GreenBottle - Packaging,Partially Sustainable,3.149,Medium,PureCycle,Local,India,Asia,2017,Stainless Steel,No,Packaging,Business,Declining,1,FSC,Environmental
2.89,0,47.7,1691,8.32,1,52.35,ReToy - Personal Care,Not Sustainable,3.913,Medium,Sustainify,Startup,India,Asia,2024,Stainless Steel,No,Personal Care,Adults,Declining,1,None,None
4.97,1,20.09,94,1.03,0,38.89,ReToy - Electronics Accessories,Partially Sustainable,4.139,Medium,ReNewCo,Local,Brazil,Americas,2022,Paperboard,Yes,Electronics Accessories,Business,Stable,2,Cradle to Cradle,Environmental
4.18,1,101.76,542,11.2,0,33.12,GreenTowel - Home,Partially Sustainable,2.072,Low,Sustainify,Startup,Italy,Europe,2022,Glass,Partial,Home,Household,Stable,2,Fair Trade,Ethical
4.06,1,38.68,31,2.76,0,49.85,PureBrush - Kitchenware,Partially Sustainable,2.928,Low,NatureNest,Local,Turkey,Asia,2024,Recycled Plastic,Partial,Kitchenware,Household,Rising,3,Rainforest Alliance,Environmental
3.75,1,5.63,20,3.07,1,31.43,GreenToy - Toys,Partially Sustainable,7.1,High,EcoPure,Local,Italy,Europe,2021,Hemp,Yes,Toys,Kids,Rising,3,ISO14001,Environmental
2.7,0,29.46,941,9.62,0,13.34,BioPack - Toys,Not Sustainable,2.086,Low,Sustainify,Startup,India,Asia,2022,Aluminum,Partial,Toys,Kids,Declining,1,ISO14001,Environmental
2.32,0,21.1,1142,8.81,0,25.28,PureCup - Office Supplies,Not Sustainable,1.916,Low,Earthly,Local,Italy,Europe,2021,Bamboo,Yes,Office Supplies,Business,Stable,2,ISO14001,Environmental
3.15,0,16.08,186,9.6,1,12.69,EcoBar - Home,Partially Sustainable,5.427,Medium,PureCycle,Local,Vietnam,Asia,2021,Paperboard,Yes,Home,Household,Stable,2,FSC,Environmental
4.27,1,19.63,303,2.13,1,17.37,PureCup - Electronics Accessories,Fully Sustainable,7.139,High,BluePlanet,Multinational,Spain,Europe,2021,Glass,Partial,Electronics Accessories,Business,Stable,2,Energy Star,Energy
2.92,0,17.18,27,4.21,1,38.07,GreenBrush - Clothing,Not Sustainable,4.984,Medium,LeafyLiving,Multinational,France,Europe,2020,Stainless Steel,No,Clothing,Adults,Stable,2,None,None
4.01,1,10.49,366,2.45,1,37.33,GreenShirt - Office Supplies,Fully Sustainable,7.259,High,EarthKind,Local,India,Asia,2024,Paperboard,Yes,Office Supplies,Business,Declining,1,GOTS,Environmental
4.89,1,34.87,496,2.18,1,55.15,ReJar - Office Supplies,Fully Sustainable,7.251,High,NatureNest,Local,Germany,Europe,2025,Stainless Steel,No,Office Supplies,Business,Declining,1,ISO14001,Environmental
1.98,0,24.62,1282,11.83,1,24.85,GreenBar - Personal Care,Not Sustainable,3.178,Medium,TerraLeaf,Local,Egypt,Africa,2018,Organic Cotton,Yes,Personal Care,Adults,Stable,2,None,None
3.77,1,15.23,709,1.8,0,20.03,TerraBar - Office Supplies,Partially Sustainable,3.272,Medium,GreenWorks,Startup,China,Asia,2019,Stainless Steel,No,Office Supplies,Business,Declining,1,None,None
3.56,1,23.46,44,6.67,0,42.19,TerraCup - Packaging,Partially Sustainable,2.884,Low,EnviroGoods,Startup,Vietnam,Asia,2019,Glass,Partial,Packaging,Business,Stable,2,ISO14001,Environmental
3.43,0,220.4,181,3.28,0,23.37,BioTowel - Personal Care,Not Sustainable,1.071,Low,BluePlanet,Multinational,Brazil,Americas,2017,Bioplastic,Yes,Personal Care,Adults,Stable,2,Energy Star,Energy
3.43,0,14.77,76,2.78,0,27.84,GreenCup - Packaging,Not Sustainable,2.989,Low,PureCycle,Local,Germany,Europe,2024,Recycled Plastic,Partial,Packaging,Business,Rising,3,ISO14001,Environmental
4.61,1,130.22,1435,1.79,1,30.66,TerraJar - Kitchenware,Fully Sustainable,4.005,Medium,GreenRoots,Local,Spain,Europe,2016,Recycled Plastic,Partial,Kitchenware,Household,Declining,1,Energy Star,Energy
3.36,0,124.78,344,1.4,1,21.08,BioPack - Office Supplies,Partially Sustainable,2.99,Low,TerraLeaf,Local,Italy,Europe,2021,Paperboard,Yes,Office Supplies,Business,Rising,3,ISO14001,Environmental
4.18,0,32.65,258,7.24,1,2.7,EcoTowel - Toys,Partially Sustainable,6.302,High,VerdeVibe,Local,China,Asia,2015,Recycled Plastic,Partial,Toys,Kids,Declining,1,None,None
3.59,1,46.23,144,2.07,1,2.9,PureCup - Home,Partially Sustainable,4.91,Medium,ReNewCo,Local,Italy,Europe,2024,Aluminum,Partial,Home,Household,Rising,3,ISO14001,Environmental
4.93,0,6.37,350,5.8,0,66.98,TerraShirt - Electronics Accessories,Not Sustainable,4.635,Medium,EcoCraft,Multinational,Germany,Europe,2022,Hemp,Yes,Electronics Accessories,Business,Declining,1,Energy Star,Energy
3.36,0,12.21,517,14.64,0,26.05,GreenPack - Clothing,Not Sustainable,2.994,Low,PlanetWell,Local,Egypt,Africa,2024,Stainless Steel,No,Clothing,Adults,Rising,3,EU Ecolabel,Environmental
2.64,1,5.57,120,11.59,0,16.59,EcoBottle - Packaging,Not Sustainable,2.501,Low,EcoPure,Local,China,Asia,2019,Stainless Steel,No,Packaging,Business,Declining,1,None,None
2.95,1,11.58,526,4.03,0,20.4,GreenBrush - Kitchenware,Not Sustainable,2.644,Low,PlanetWell,Local,Spain,Europe,2017,Organic Cotton,Yes,Kitchenware,Household,Stable,2,None,None
4.71,1,65.04,40,4.72,1,30.45,ReToy - Electronics Accessories,Fully Sustainable,5.708,Medium,EcoPure,Local,Vietnam,Asia,2016,Organic Cotton,Yes,Electronics Accessories,Business,Stable,2,Cradle to Cradle,Environmental
3.28,0,29.23,333,5.76,1,37.89,EcoJar - Electronics Accessories,Partially Sustainable,5.076,Medium,PlanetWell,Local,France,Europe,2019,Bamboo,Yes,Electronics Accessories,Business,Rising,3,EU Ecolabel,Environmental
3.77,0,9.7,174,1.16,0,19.89,GreenBottle - Home,Not Sustainable,3.437,Medium,EcoMate,Startup,Spain,Europe,2016,Paperboard,Yes,Home,Household,Rising,3,Cradle to Cradle,Environmental
5.0,0,5.8,61,4.43,0,43.34,PureShirt - Garden,Not Sustainable,4.726,Medium,TerraLeaf,Local,Turkey,Asia,2022,Recycled Plastic,Partial,Garden,Household,Rising,3,ISO14001,Environmental
3.32,0,86.75,822,2.88,0,21.83,PureBrush - Garden,Not Sustainable,1.778,Low,EcoMate,Startup,Spain,Europe,2019,Organic Cotton,Yes,Garden,Household,Declining,1,None,None
3.05,1,55.13,319,0.98,1,24.78,BioBar - Office Supplies,Partially Sustainable,3.932,Medium,Earthly,Local,Spain,Europe,2016,Aluminum,Partial,Office Supplies,Business,Stable,2,Energy Star,Energy
2.12,0,269.95,191,5.11,0,20.07,GreenCup - Office Supplies,Not Sustainable,0.573,Low,EcoSense,Local,Vietnam,Asia,2016,Glass,Partial,Office Supplies,Business,Stable,2,None,None
3.24,1,16.25,723,18.65,0,38.91,BioShirt - Home,Partially Sustainable,2.787,Low,LeafyLiving,Multinational,Germany,Europe,2024,Recycled Plastic,Partial,Home,Household,Rising,3,FSC,Environmental
4.83,1,4.73,396,3.95,0,48.57,EcoShirt - Home,Partially Sustainable,4.612,Medium,EnviroGoods,Startup,China,Asia,2024,Aluminum,Partial,Home,Household,Stable,2,Energy Star,Energy
4.74,1,11.1,170,5.66,1,15.73,GreenShirt - Kitchenware,Fully Sustainable,8.533,High,ReNewCo,Local,China,Asia,2020,Glass,Partial,Kitchenware,Household,Declining,1,Fair Trade,Ethical
3.29,0,18.71,142,12.1,0,11.97,ReCup - Personal Care,Not Sustainable,2.771,Low,LeafyLiving,Multinational,France,Europe,2019,Bioplastic,Yes,Personal Care,Adults,Declining,1,FSC,Environmental
3.38,0,27.91,2122,4.55,0,42.84,TerraBrush - Home,Not Sustainable,2.642,Low,TerraLeaf,Local,Egypt,Africa,2017,Bioplastic,Yes,Home,Household,Declining,1,FSC,Environmental
4.13,1,18.81,90,1.09,0,37.9,TerraCup - Toys,Partially Sustainable,3.476,Medium,VerdeVibe,Local,Vietnam,Asia,2024,Aluminum,Partial,Toys,Kids,Stable,2,EU Ecolabel,Environmental
3.01,0,58.34,1143,4.19,1,7.73,GreenJar - Home,Partially Sustainable,3.802,Medium,GreenRoots,Local,Italy,Europe,2024,Glass,Partial,Home,Household,Declining,1,Rainforest Alliance,Environmental
3.96,1,6.32,141,1.69,0,32.52,GreenShirt - Packaging,Partially Sustainable,3.725,Medium,NatureNest,Local,Spain,Europe,2021,Glass,Partial,Packaging,Business,Rising,3,Fair Trade,Ethical
4.55,1,14.58,172,0.92,0,48.78,BioTowel - Kitchenware,Partially Sustainable,3.971,Medium,BluePlanet,Multinational,USA,Americas,2021,Hemp,Yes,Kitchenware,Household,Stable,2,None,None
2.8,1,27.87,325,10.96,0,20.64,EcoTowel - Packaging,Not Sustainable,2.19,Low,GreenWorks,Startup,UK,Europe,2015,Organic Cotton,Yes,Packaging,Business,Rising,3,ISO14001,Environmental
3.45,0,33.14,5132,10.07,0,28.17,EcoBottle - Office Supplies,Not Sustainable,2.591,Low,GreenRoots,Local,Spain,Europe,2021,Bamboo,Yes,Office Supplies,Business,Stable,2,GOTS,Environmental
3.5,1,11.88,129,2.73,0,18.42,TerraBar - Home,Partially Sustainable,3.128,Medium,LeafyLiving,Multinational,Brazil,Americas,2023,Organic Cotton,Yes,Home,Household,Stable,2,Fair Trade,Ethical
4.09,1,5.76,1673,7.84,0,36.21,PurePack - Home,Partially Sustainable,3.867,Medium,GreenWorks,Startup,UK,Europe,2021,Bamboo,Yes,Home,Household,Stable,2,Fair Trade,Ethical
3.5,1,11.5,557,11.93,1,19.45,GreenToy - Clothing,Partially Sustainable,6.278,High,EarthKind,Local,France,Europe,2017,Bamboo,Yes,Clothing,Adults,Declining,1,Energy Star,Energy
2.12,0,61.39,900,2.16,0,5.2,BioShirt - Packaging,Not Sustainable,1.314,Low,EarthKind,Local,France,Europe,2018,Bioplastic,Yes,Packaging,Business,Rising,3,None,None
2.73,0,12.26,344,4.11,0,12.54,ReShirt - Electronics Accessories,Not Sustainable,2.432,Low,EcoPure,Local,Vietnam,Asia,2023,Aluminum,Partial,Electronics Accessories,Business,Stable,2,None,None
2.82,0,19.59,605,3.86,0,40.58,GreenBar - Toys,Not Sustainable,2.358,Low,ReNewCo,Local,Turkey,Asia,2025,Organic Cotton,Yes,Toys,Kids,Rising,3,EU Ecolabel,Environmental
3.96,0,3.56,658,7.05,1,28.08,ReToy - Kitchenware,Partially Sustainable,7.648,High,Sustainify,Startup,Spain,Europe,2023,Bamboo,Yes,Kitchenware,Household,Stable,2,GOTS,Environmental
2.15,0,30.36,599,2.14,1,5.27,EcoCup - Office Supplies,Not Sustainable,3.299,Medium,EcoSense,Local,France,Europe,2015,Paperboard,Yes,Office Supplies,Business,Rising,3,None,None
3.42,1,16.3,250,4.22,1,12.66,EcoCup - Toys,Partially Sustainable,5.881,Medium,BioBloom,Local,Italy,Europe,2019,Bioplastic,Yes,Toys,Kids,Rising,3,Cradle to Cradle,Environmental
3.11,0,38.49,297,1.08,0,19.01,PureShirt - Personal Care,Not Sustainable,2.246,Low,PlanetWell,Local,UK,Europe,2023,Hemp,Yes,Personal Care,Adults,Declining,1,None,None
2.54,1,34.99,788,1.22,1,31.79,RePack - Toys,Not Sustainable,3.763,Medium,GreenRoots,Local,Spain,Europe,2023,Glass,Partial,Toys,Kids,Stable,2,None,None
2.5,0,128.92,513,1.78,1,2.87,ReTowel - Garden,Not Sustainable,2.184,Low,BluePlanet,Multinational,France,Europe,2024,Recycled Plastic,Partial,Garden,Household,Stable,2,ISO14001,Environmental
3.81,0,12.38,327,17.98,1,22.61,TerraCup - Toys,Partially Sustainable,6.781,High,VerdeVibe,Local,Italy,Europe,2015,Bioplastic,Yes,Toys,Kids,Stable,2,Rainforest Alliance,Environmental
3.55,1,81.85,549,1.05,0,38.08,TerraBottle - Kitchenware,Partially Sustainable,1.952,Low,GreenWorks,Startup,France,Europe,2019,Bamboo,Yes,Kitchenware,Household,Declining,1,EU Ecolabel,Environmental
2.45,0,112.37,205,80.04,0,41.51,ReBottle - Clothing,Not Sustainable,1.154,Low,PlanetWell,Local,Turkey,Asia,2017,Stainless Steel,No,Clothing,Adults,Stable,2,None,None
2.78,1,25.43,1236,10.48,0,29.44,EcoShirt - Packaging,Not Sustainable,2.216,Low,EnviroGoods,Startup,Turkey,Asia,2021,Paperboard,Yes,Packaging,Business,Stable,2,None,None
4.63,1,12.65,185,2.62,0,54.18,EcoCup - Kitchenware,Partially Sustainable,4.11,Medium,EnviroGoods,Startup,Turkey,Asia,2017,Paperboard,Yes,Kitchenware,Household,Declining,1,Cradle to Cradle,Environmental
3.83,1,24.34,948,0.66,0,37.95,GreenTowel - Office Supplies,Partially Sustainable,3.08,Medium,EcoMate,Startup,France,Europe,2015,Bamboo,Yes,Office Supplies,Business,Stable,2,ISO14001,Environmental
3.7,1,100.36,60,17.49,1,33.13,EcoBrush - Garden,Partially Sustainable,3.693,Medium,VerdeVibe,Local,Italy,Europe,2017,Hemp,Yes,Garden,Household,Rising,3,Rainforest Alliance,Environmental
3.94,1,94.06,692,5.88,0,38.03,TerraBottle - Personal Care,Partially Sustainable,2.03,Low,PlanetWell,Local,Spain,Europe,2017,Glass,Partial,Personal Care,Adults,Rising,3,Energy Star,Energy
3.06,0,22.28,195,4.7,0,9.44,GreenShirt - Toys,Not Sustainable,2.502,Low,EcoPure,Local,India,Asia,2016,Paperboard,Yes,Toys,Kids,Stable,2,ISO14001,Environmental
3.89,1,15.82,239,5.05,0,12.4,GreenTowel - Clothing,Partially Sustainable,3.359,Medium,GreenWave,Startup,France,Europe,2020,Bioplastic,Yes,Clothing,Adults,Stable,2,Fair Trade,Ethical
5.0,1,11.56,215,1.39,1,45.36,TerraToy - Electronics Accessories,Fully Sustainable,8.964,High,GreenWorks,Startup,USA,Americas,2019,Bamboo,Yes,Electronics Accessories,Business,Rising,3,Fair Trade,Ethical
4.75,0,38.9,773,5.71,0,37.12,PureBrush - Toys,Not Sustainable,3.42,Medium,VerdeVibe,Local,India,Asia,2020,Bamboo,Yes,Toys,Kids,Declining,1,Cradle to Cradle,Environmental
2.19,1,24.34,450,14.97,0,21.54,ReShirt - Kitchenware,Not Sustainable,1.761,Low,EnviroGoods,Startup,Germany,Europe,2015,Aluminum,Partial,Kitchenware,Household,Stable,2,ISO14001,Environmental
4.95,1,43.06,150,0.67,1,65.28,BioShirt - Personal Care,Fully Sustainable,6.92,High,BluePlanet,Multinational,USA,Americas,2016,Paperboard,Yes,Personal Care,Adults,Rising,3,None,None
4.72,0,3.55,1711,4.95,1,44.61,GreenTowel - Electronics Accessories,Partially Sustainable,9.116,High,LeafyLiving,Multinational,UK,Europe,2023,Bamboo,Yes,Electronics Accessories,Business,Declining,1,Fair Trade,Ethical
4.95,1,49.88,570,5.13,0,53.75,EcoPack - Toys,Partially Sustainable,3.303,Medium,VerdeVibe,Local,Germany,Europe,2022,Organic Cotton,Yes,Toys,Kids,Rising,3,ISO14001,Environmental
3.14,0,21.18,152,3.57,0,20.9,PureBottle - Toys,Not Sustainable,2.591,Low,EcoMate,Startup,USA,Americas,2023,Organic Cotton,Yes,Toys,Kids,Rising,3,Fair Trade,Ethical
2.93,1,27.32,324,7.89,1,0.03,TerraPack - Electronics Accessories,Not Sustainable,4.603,Medium,LeafyLiving,Multinational,China,Asia,2025,Organic Cotton,Yes,Electronics Accessories,Business,Rising,3,EU Ecolabel,Environmental
3.4,0,23.61,286,3.92,1,5.22,GreenShirt - Clothing,Partially Sustainable,5.501,Medium,EcoSense,Local,Italy,Europe,2022,Recycled Plastic,Partial,Clothing,Adults,Rising,3,Rainforest Alliance,Environmental
3.82,1,34.87,662,10.71,0,36.22,EcoBrush - Packaging,Partially Sustainable,2.832,Low,EnviroGoods,Startup,USA,Americas,2017,Bioplastic,Yes,Packaging,Business,Declining,1,FSC,Environmental
